epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,299.039,1.0643,1.62085,0.96575,1.03179,0,0.64299,0.7258,0.73373,0.51436,0.68654,0.72347,0.74501,0.5025,1.00589,1.41338,0.97295,1.0395,0,0.000901,0.000901,0.000901
12,330.029,1.00182,1.49234,0.88315,1.01832,0,0.79853,0.78207,0.8389,0.61073,0.78252,0.77031,0.81767,0.56863,0.93516,1.43282,0.7629,0.999,0,0.0008911,0.0008911,0.0008911
13,361.416,0.98031,1.46711,0.84787,0.99779,0,0.74085,0.78594,0.85986,0.60677,0.671,0.82149,0.83698,0.57551,0.92173,1.36049,0.73644,1.00588,0,0.0008812,0.0008812,0.0008812
14,393.428,0.99437,1.46944,0.83176,0.99881,0,0.82818,0.79581,0.85303,0.59932,0.82309,0.79087,0.84912,0.57165,0.91626,1.37154,0.72716,0.99248,0,0.0008713,0.0008713,0.0008713
15,430.004,0.99962,1.47447,0.8468,0.9978,0,0.76969,0.76691,0.81035,0.57393,0.78582,0.75505,0.80243,0.52987,0.94462,1.53511,0.88257,1.02161,0,0.0008614,0.0008614,0.0008614
16,467.316,0.9553,1.43622,0.81108,0.98954,0,0.7315,0.74119,0.83019,0.585,0.73992,0.72469,0.82422,0.54351,0.94282,1.37065,0.70521,1.01497,0,0.0008515,0.0008515,0.0008515
17,507.216,0.96327,1.44779,0.79046,0.99985,0,0.7918,0.88087,0.86521,0.61553,0.78399,0.87242,0.85452,0.55486,0.90022,1.3545,0.73595,0.99755,0,0.0008416,0.0008416,0.0008416
18,546.077,0.94731,1.40074,0.77545,0.97704,0,0.84074,0.82241,0.83432,0.59477,0.82817,0.80596,0.81803,0.55855,0.8963,1.31779,0.65047,0.98738,0,0.0008317,0.0008317,0.0008317
19,583.239,0.94742,1.41315,0.76271,0.99075,0,0.80188,0.89126,0.8833,0.65039,0.79672,0.88426,0.87233,0.59991,0.88177,1.30357,0.61527,0.99469,0,0.0008218,0.0008218,0.0008218
20,623.401,0.93182,1.37811,0.75883,0.98653,0,0.72408,0.70896,0.80766,0.57363,0.72225,0.7068,0.80172,0.51874,0.93688,1.36056,0.70656,1.02551,0,0.0008119,0.0008119,0.0008119
21,664.098,0.89887,1.33584,0.70249,0.96193,0,0.75342,0.83867,0.84423,0.61703,0.75121,0.83877,0.84373,0.57707,0.87257,1.30925,0.65603,0.96346,0,0.000802,0.000802,0.000802
22,704.052,0.8913,1.32873,0.69557,0.96718,0,0.77849,0.82348,0.8603,0.62094,0.75641,0.84189,0.86753,0.59278,0.90881,1.26877,0.64873,0.99556,0,0.0007921,0.0007921,0.0007921
23,754.688,0.94701,1.36683,0.7748,0.99703,0,0.82214,0.76204,0.82085,0.59972,0.82173,0.76272,0.82191,0.58072,0.89026,1.32439,0.68167,0.98614,0,0.0007822,0.0007822,0.0007822
24,797.299,0.89397,1.30968,0.70198,0.96823,0,0.78329,0.89651,0.86032,0.62699,0.78252,0.89508,0.86027,0.58972,0.84674,1.27363,0.60994,0.962,0,0.0007723,0.0007723,0.0007723
25,844.744,0.88645,1.2856,0.66578,0.95795,0,0.77647,0.762,0.80497,0.60087,0.77717,0.76373,0.80798,0.56727,0.86562,1.26186,0.62916,0.97069,0,0.0007624,0.0007624,0.0007624
26,894.636,0.87471,1.30423,0.66907,0.95795,0,0.74407,0.87679,0.87589,0.64285,0.74784,0.88092,0.88072,0.60549,0.83577,1.24404,0.56078,0.95841,0,0.0007525,0.0007525,0.0007525
27,946.08,0.84532,1.25884,0.66338,0.95954,0,0.76753,0.90659,0.85234,0.62813,0.76698,0.90954,0.85577,0.58605,0.83897,1.22582,0.56918,0.95732,0,0.0007426,0.0007426,0.0007426
28,997.204,0.83656,1.21666,0.61957,0.9269,0,0.78284,0.89623,0.86582,0.64138,0.78484,0.89961,0.87268,0.59255,0.88993,1.36554,0.56137,0.99526,0,0.0007327,0.0007327,0.0007327
29,1050.09,0.87363,1.25546,0.63293,0.94217,0,0.87204,0.85317,0.88919,0.66456,0.8813,0.85161,0.89659,0.61979,0.83455,1.19927,0.54934,0.96035,0,0.0007228,0.0007228,0.0007228
30,1104.27,0.84918,1.17387,0.61602,0.9482,0,0.82434,0.88693,0.8749,0.6445,0.83389,0.89477,0.88432,0.61509,0.84657,1.23836,0.5723,0.97616,0,0.0007129,0.0007129,0.0007129
31,1163.72,0.84736,1.19216,0.62911,0.95715,0,0.8462,0.87954,0.88127,0.65676,0.84549,0.88001,0.88268,0.60827,0.82288,1.16846,0.53516,0.95523,0,0.000703,0.000703,0.000703
32,1219.13,0.85498,1.17688,0.63385,0.94084,0,0.79702,0.86905,0.85201,0.63014,0.79702,0.86905,0.85456,0.59457,0.86135,1.29204,0.54589,0.96932,0,0.0006931,0.0006931,0.0006931
33,1280.87,0.83248,1.21456,0.59527,0.94102,0,0.85771,0.83166,0.88805,0.64886,0.83984,0.8433,0.89227,0.60937,0.85997,1.19575,0.55881,0.97776,0,0.0006832,0.0006832,0.0006832
34,1352.03,0.81685,1.17874,0.57909,0.92759,0,0.82116,0.84197,0.85556,0.6475,0.82189,0.85116,0.85972,0.59992,0.82865,1.23209,0.57785,0.95372,0,0.0006733,0.0006733,0.0006733
35,1429.75,0.81293,1.13104,0.57582,0.93353,0,0.74976,0.83406,0.86185,0.6363,0.72873,0.83333,0.85547,0.59568,0.83852,1.23524,0.55196,0.96013,0,0.0006634,0.0006634,0.0006634
36,1511.8,0.79763,1.12208,0.56674,0.93673,0,0.74892,0.87447,0.88041,0.63832,0.74556,0.8733,0.87826,0.62012,0.85185,1.23957,0.582,0.97376,0,0.0006535,0.0006535,0.0006535
37,1580.7,0.81785,1.14422,0.59236,0.92853,0,0.84134,0.94116,0.90383,0.66681,0.83695,0.93804,0.89956,0.62244,0.8275,1.20786,0.51729,0.96869,0,0.0006436,0.0006436,0.0006436
38,1652.84,0.79314,1.15878,0.56637,0.92138,0,0.84956,0.87604,0.90016,0.65451,0.84561,0.87191,0.8881,0.60961,0.83475,1.22145,0.53387,0.98376,0,0.0006337,0.0006337,0.0006337
39,1717.53,0.77954,1.14836,0.55692,0.92077,0,0.84019,0.8424,0.87944,0.66662,0.83909,0.84167,0.87579,0.60461,0.79765,1.22378,0.54124,0.95758,0,0.0006238,0.0006238,0.0006238
40,1784.83,0.79193,1.10481,0.54699,0.91817,0,0.93383,0.85227,0.92954,0.69988,0.92931,0.84913,0.92327,0.66307,0.80591,1.20443,0.50479,0.94889,0,0.0006139,0.0006139,0.0006139
41,1856.42,0.74826,1.08252,0.50248,0.90911,0,0.82225,0.90763,0.89231,0.67295,0.8245,0.90253,0.8881,0.63462,0.80561,1.21037,0.49641,0.95246,0,0.000604,0.000604,0.000604
42,1920.92,0.7567,1.08117,0.50784,0.91263,0,0.79015,0.87321,0.8853,0.65898,0.79273,0.87603,0.88495,0.61245,0.81225,1.24285,0.52512,0.9558,0,0.0005941,0.0005941,0.0005941
43,1991.79,0.78409,1.13037,0.53293,0.92091,0,0.87358,0.91194,0.91456,0.69133,0.86975,0.90806,0.90637,0.63267,0.7995,1.19808,0.51244,0.95559,0,0.0005842,0.0005842,0.0005842
44,2068.09,0.73749,1.02925,0.50426,0.91253,0,0.85573,0.89537,0.86203,0.64968,0.86253,0.90255,0.87209,0.60367,0.78519,1.21043,0.513,0.94504,0,0.0005743,0.0005743,0.0005743
45,2156.99,0.7301,1.09395,0.49414,0.89745,0,0.88792,0.90595,0.90023,0.67615,0.88792,0.90595,0.90062,0.63537,0.79585,1.19036,0.48343,0.94969,0,0.0005644,0.0005644,0.0005644
46,2247.8,0.74268,1.08252,0.52044,0.90264,0,0.89028,0.88135,0.93367,0.69838,0.89391,0.88183,0.93769,0.63539,0.81044,1.23389,0.5117,0.9622,0,0.0005545,0.0005545,0.0005545
47,2340.59,0.73801,1.04786,0.50522,0.90142,0,0.87481,0.91049,0.90375,0.69565,0.87836,0.91352,0.90607,0.63807,0.76782,1.20181,0.47181,0.94521,0,0.0005446,0.0005446,0.0005446
48,2414.7,0.71053,1.03918,0.49081,0.89669,0,0.84401,0.83628,0.9035,0.68415,0.84418,0.83888,0.90214,0.64303,0.79431,1.17151,0.4592,0.96394,0,0.0005347,0.0005347,0.0005347
49,2489.32,0.75277,1.0743,0.50291,0.91484,0,0.91801,0.89615,0.93392,0.71029,0.91591,0.89444,0.93354,0.66412,0.7959,1.21745,0.50206,0.95338,0,0.0005248,0.0005248,0.0005248
50,2565.21,0.69781,0.98719,0.46573,0.89754,0,0.85898,0.90946,0.90815,0.70266,0.85578,0.90631,0.90106,0.64061,0.76071,1.21103,0.48174,0.94582,0,0.0005149,0.0005149,0.0005149
51,2641.05,0.74473,1.06153,0.49779,0.9037,0,0.8484,0.93009,0.90782,0.69828,0.8484,0.93009,0.90574,0.65319,0.77849,1.20882,0.46831,0.96544,0,0.000505,0.000505,0.000505
52,2717.18,0.69248,0.98692,0.46488,0.8964,0,0.89365,0.91193,0.90608,0.69928,0.89365,0.91193,0.90313,0.65796,0.77248,1.19879,0.47726,0.94435,0,0.0004951,0.0004951,0.0004951
53,2792.97,0.69175,1.00475,0.45779,0.88706,0,0.90022,0.90349,0.91685,0.70134,0.89413,0.89793,0.9086,0.65489,0.77376,1.16045,0.44313,0.95579,0,0.0004852,0.0004852,0.0004852
54,2868.69,0.68868,1.0229,0.45997,0.88944,0,0.86175,0.86421,0.88008,0.67489,0.86149,0.86786,0.88075,0.63809,0.76663,1.17645,0.5001,0.94494,0,0.0004753,0.0004753,0.0004753
55,2944.86,0.69591,1.02032,0.46284,0.89542,0,0.90832,0.92212,0.91366,0.70572,0.91187,0.92527,0.91715,0.67117,0.74327,1.13036,0.44359,0.92859,0,0.0004654,0.0004654,0.0004654
56,3021.39,0.68948,0.95395,0.47095,0.89116,0,0.88217,0.95137,0.91774,0.70028,0.87701,0.94263,0.90833,0.64046,0.76579,1.2216,0.44053,0.96574,0,0.0004555,0.0004555,0.0004555
57,3097.61,0.69322,1.00774,0.44129,0.88487,0,0.88696,0.93109,0.90743,0.69874,0.88696,0.93109,0.90549,0.64518,0.74995,1.21093,0.44017,0.94991,0,0.0004456,0.0004456,0.0004456
58,3173.89,0.64052,0.93258,0.43177,0.86964,0,0.87933,0.93637,0.90798,0.69787,0.87847,0.93566,0.90637,0.64957,0.7677,1.27359,0.444,0.95652,0,0.0004357,0.0004357,0.0004357
59,3250.38,0.67924,0.95082,0.4362,0.88743,0,0.86079,0.93465,0.92608,0.71246,0.85488,0.92836,0.91395,0.66016,0.74808,1.21977,0.44104,0.94687,0,0.0004258,0.0004258,0.0004258
60,3326.77,0.67721,0.99982,0.43695,0.88396,0,0.89419,0.94668,0.92364,0.70111,0.8879,0.94039,0.91395,0.66796,0.75048,1.16601,0.44802,0.94291,0,0.0004159,0.0004159,0.0004159
61,3403.37,0.65337,0.93818,0.42323,0.87413,0,0.89282,0.93977,0.91877,0.72155,0.89186,0.93927,0.91267,0.6638,0.73194,1.17744,0.43369,0.93967,0,0.000406,0.000406,0.000406
62,3480.53,0.68305,0.96078,0.42688,0.88626,0,0.85253,0.93311,0.89809,0.70653,0.84956,0.92997,0.8898,0.65853,0.73691,1.22205,0.44438,0.93745,0,0.0003961,0.0003961,0.0003961
63,3556.28,0.66437,0.94124,0.41774,0.88361,0,0.88415,0.9282,0.9014,0.70111,0.88361,0.92841,0.89875,0.65816,0.73458,1.21628,0.42946,0.94492,0,0.0003862,0.0003862,0.0003862
64,3629.7,0.64325,0.91876,0.41422,0.87838,0,0.88618,0.95224,0.90815,0.70522,0.88234,0.94837,0.90096,0.64926,0.74552,1.22299,0.41771,0.95087,0,0.0003763,0.0003763,0.0003763
65,3702.23,0.64827,0.96984,0.41938,0.87539,0,0.87021,0.92352,0.9057,0.70162,0.8659,0.91965,0.8945,0.65601,0.75692,1.21855,0.44746,0.9555,0,0.0003664,0.0003664,0.0003664
66,3774.5,0.63387,0.92548,0.40321,0.8623,0,0.8507,0.93228,0.89346,0.68986,0.84948,0.93236,0.89199,0.6565,0.74109,1.19138,0.43438,0.94751,0,0.0003565,0.0003565,0.0003565
67,3847.19,0.62401,0.93067,0.39493,0.87122,0,0.88686,0.93651,0.89358,0.70427,0.88822,0.92077,0.89277,0.65916,0.71971,1.1737,0.42577,0.9433,0,0.0003466,0.0003466,0.0003466
68,3917.74,0.66158,0.93596,0.41337,0.87833,0,0.86001,0.94182,0.91292,0.70828,0.86001,0.94182,0.9107,0.6624,0.72619,1.20417,0.41131,0.94812,0,0.0003367,0.0003367,0.0003367
69,3988.97,0.64855,0.91428,0.41187,0.87564,0,0.8873,0.89912,0.90226,0.698,0.87967,0.89677,0.89304,0.66223,0.74382,1.20938,0.42346,0.94855,0,0.0003268,0.0003268,0.0003268
70,4060.57,0.6357,0.92846,0.39806,0.86492,0,0.92074,0.93363,0.92396,0.71669,0.91725,0.93049,0.91206,0.66923,0.73803,1.24696,0.41148,0.94097,0,0.0003169,0.0003169,0.0003169
71,4131.77,0.60962,0.90817,0.38549,0.86319,0,0.87266,0.94869,0.9317,0.73006,0.86959,0.9458,0.92548,0.67796,0.72885,1.21448,0.40025,0.94768,0,0.000307,0.000307,0.000307
72,4203.35,0.61112,0.87413,0.38744,0.86975,0,0.90106,0.9334,0.92173,0.72237,0.91258,0.91664,0.91603,0.68242,0.72525,1.19062,0.40249,0.94047,0,0.0002971,0.0002971,0.0002971
73,4274.45,0.59814,0.89156,0.38142,0.86174,0,0.86573,0.93856,0.91455,0.70907,0.86669,0.93929,0.90965,0.66367,0.73383,1.20802,0.41613,0.95274,0,0.0002872,0.0002872,0.0002872
74,4345.85,0.59835,0.86306,0.37674,0.85522,0,0.91597,0.92881,0.93114,0.73204,0.91597,0.92881,0.93311,0.69439,0.71848,1.1888,0.3991,0.93878,0,0.0002773,0.0002773,0.0002773
75,4417.62,0.59951,0.85884,0.38069,0.85714,0,0.91965,0.93193,0.93772,0.73386,0.91965,0.93193,0.9348,0.68772,0.71555,1.16758,0.40434,0.94147,0,0.0002674,0.0002674,0.0002674
76,4489.3,0.62558,0.8883,0.38303,0.86873,0,0.90279,0.94161,0.93348,0.7405,0.9061,0.94475,0.93294,0.70027,0.71623,1.19348,0.39526,0.94246,0,0.0002575,0.0002575,0.0002575
77,4560.49,0.6022,0.85867,0.37846,0.86755,0,0.91111,0.94964,0.92044,0.72309,0.90854,0.94723,0.9165,0.66862,0.73187,1.21392,0.39804,0.95072,0,0.0002476,0.0002476,0.0002476
78,4631.97,0.5967,0.86616,0.3793,0.86521,0,0.90018,0.94582,0.92125,0.72188,0.89774,0.9434,0.91829,0.66703,0.71745,1.18281,0.39877,0.93483,0,0.0002377,0.0002377,0.0002377
79,4703.24,0.58168,0.84543,0.37023,0.8613,0,0.90848,0.94135,0.91773,0.72431,0.90501,0.93832,0.91318,0.67479,0.70456,1.17405,0.39031,0.93182,0,0.0002278,0.0002278,0.0002278
80,4774.73,0.58099,0.86904,0.36318,0.8603,0,0.89785,0.94427,0.93004,0.73294,0.90152,0.94741,0.92555,0.69043,0.69121,1.19216,0.39319,0.92813,0,0.0002179,0.0002179,0.0002179
81,4846.42,0.56608,0.83364,0.36061,0.84954,0,0.90754,0.94635,0.931,0.73342,0.9083,0.94708,0.92514,0.66853,0.69956,1.16787,0.39202,0.94397,0,0.000208,0.000208,0.000208
82,4917.29,0.59491,0.88158,0.36644,0.8535,0,0.91426,0.92883,0.92644,0.73163,0.91778,0.93198,0.92583,0.68565,0.7114,1.20448,0.38617,0.94814,0,0.0001981,0.0001981,0.0001981
83,4988.97,0.56317,0.82895,0.35117,0.8567,0,0.88781,0.95394,0.92623,0.72463,0.88465,0.95079,0.91876,0.67489,0.70043,1.18141,0.3804,0.92828,0,0.0001882,0.0001882,0.0001882
84,5059.52,0.56578,0.81524,0.34246,0.84745,0,0.90684,0.9502,0.93503,0.73687,0.90432,0.94785,0.92892,0.6866,0.70442,1.19026,0.39203,0.93077,0,0.0001783,0.0001783,0.0001783
85,5129.8,0.57087,0.82223,0.34804,0.85636,0,0.90761,0.93919,0.92332,0.73926,0.91106,0.94233,0.92443,0.68506,0.69268,1.1882,0.37954,0.93302,0,0.0001684,0.0001684,0.0001684
86,5201.97,0.54671,0.82887,0.34911,0.85008,0,0.90281,0.93074,0.92462,0.73366,0.90034,0.92832,0.92195,0.68378,0.68084,1.18319,0.3752,0.93156,0,0.0001585,0.0001585,0.0001585
87,5273.95,0.55353,0.81861,0.36007,0.85698,0,0.88784,0.95109,0.92634,0.73444,0.888,0.94697,0.92395,0.68345,0.68843,1.19912,0.36816,0.93661,0,0.0001486,0.0001486,0.0001486
88,5345.77,0.5428,0.78523,0.33143,0.843,0,0.89007,0.95652,0.92169,0.73572,0.88768,0.95411,0.91818,0.67391,0.68337,1.18246,0.36973,0.93298,0,0.0001387,0.0001387,0.0001387
89,5417.8,0.53919,0.79935,0.32909,0.84478,0,0.90783,0.9344,0.92003,0.73135,0.91027,0.93748,0.91934,0.68249,0.66817,1.17468,0.37129,0.92467,0,0.0001288,0.0001288,0.0001288
90,5490.34,0.54509,0.80237,0.3355,0.84794,0,0.90287,0.94628,0.9317,0.73467,0.90043,0.94387,0.92469,0.68148,0.67152,1.16106,0.36592,0.9244,0,0.0001189,0.0001189,0.0001189
91,5584.64,0.53863,0.82605,0.33726,0.84836,0,0.90436,0.94952,0.93068,0.72703,0.90185,0.94723,0.92324,0.68295,0.69023,1.21604,0.36808,0.93629,0,0.000109,0.000109,0.000109
92,5681,0.48605,0.76434,0.2761,0.82131,0,0.90997,0.93637,0.9333,0.73696,0.911,0.93701,0.92925,0.678,0.67936,1.20102,0.36952,0.93127,0,9.91e-05,9.91e-05,9.91e-05
93,5783.57,0.48005,0.74309,0.27493,0.8162,0,0.92678,0.92947,0.92255,0.72938,0.92418,0.93177,0.92096,0.67582,0.67663,1.22091,0.37266,0.9315,0,8.92e-05,8.92e-05,8.92e-05
94,5874.27,0.47209,0.74514,0.31382,0.80781,0,0.8956,0.94424,0.92563,0.73169,0.89313,0.94182,0.92,0.67396,0.6694,1.22605,0.36648,0.92752,0,7.93e-05,7.93e-05,7.93e-05
95,5957.09,0.47424,0.76462,0.2738,0.81431,0,0.89879,0.9486,0.92543,0.73881,0.89954,0.94933,0.92316,0.68158,0.67015,1.20661,0.366,0.92784,0,6.94e-05,6.94e-05,6.94e-05
96,6039.21,0.47245,0.73783,0.27108,0.81592,0,0.90054,0.9535,0.92887,0.73466,0.89813,0.95109,0.91958,0.6787,0.67293,1.21506,0.36723,0.92921,0,5.95e-05,5.95e-05,5.95e-05
97,6121.43,0.46119,0.74605,0.27051,0.81863,0,0.90449,0.95288,0.92946,0.73373,0.90208,0.95046,0.91938,0.67771,0.6642,1.20067,0.36481,0.92812,0,4.96e-05,4.96e-05,4.96e-05
98,6203.94,0.46623,0.73971,0.26991,0.81346,0,0.89707,0.94833,0.92679,0.73645,0.89467,0.94592,0.91868,0.68102,0.66439,1.19679,0.35946,0.92642,0,3.97e-05,3.97e-05,3.97e-05
99,6286.68,0.46552,0.73595,0.26507,0.81927,0,0.89716,0.94983,0.92556,0.73434,0.89802,0.95056,0.91877,0.68191,0.66927,1.19759,0.36197,0.92942,0,2.98e-05,2.98e-05,2.98e-05
100,6370.2,0.45372,0.71713,0.2606,0.80575,0,0.91568,0.92463,0.93114,0.74131,0.91662,0.92536,0.92456,0.68778,0.66462,1.17982,0.35602,0.92857,0,1.99e-05,1.99e-05,1.99e-05
