epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
18,802.191,1.00039,1.44642,1.00494,1.00164,0,0.61476,0.79722,0.69933,0.53697,0.61159,0.79106,0.69431,0.49201,0.91762,1.28778,0.92874,0.96498,0,0.0008317,0.0008317,0.0008317
19,846.141,0.96192,1.40596,0.91993,0.98655,0,0.61685,0.75332,0.67245,0.5192,0.61375,0.73968,0.6651,0.46579,0.90941,1.33799,0.97384,0.9602,0,0.0008218,0.0008218,0.0008218
20,889.749,0.96632,1.43596,0.93581,0.97654,0,0.63874,0.70742,0.67777,0.52618,0.63689,0.70254,0.67238,0.48431,0.89103,1.26033,1.00649,0.961,0,0.0008119,0.0008119,0.0008119
21,933.68,0.94962,1.35923,0.93025,0.97809,0,0.65547,0.68222,0.67075,0.52087,0.64452,0.67326,0.65886,0.47666,0.91001,1.23755,0.99269,0.95297,0,0.000802,0.000802,0.000802
22,977.788,0.95328,1.37829,0.92759,0.98275,0,0.67439,0.69361,0.67332,0.51918,0.67259,0.69225,0.6673,0.47984,0.88634,1.23509,0.96923,0.95036,0,0.0007921,0.0007921,0.0007921
23,1022.47,0.93418,1.31625,0.8725,0.96976,0,0.67354,0.70187,0.68941,0.54182,0.66638,0.69839,0.68111,0.49018,0.85809,1.22751,0.94132,0.9367,0,0.0007822,0.0007822,0.0007822
24,1066.44,0.89202,1.3208,0.85519,0.95434,0,0.67005,0.71363,0.70105,0.54761,0.6647,0.70971,0.69273,0.50596,0.84937,1.1951,0.97116,0.93281,0,0.0007723,0.0007723,0.0007723
25,1110.47,0.91189,1.31663,0.86509,0.9517,0,0.55793,0.85905,0.65511,0.50616,0.55793,0.85905,0.65525,0.45919,0.86262,1.19526,0.9752,0.94244,0,0.0007624,0.0007624,0.0007624
26,1157.97,0.91304,1.32768,0.87016,0.96931,0,0.6431,0.69316,0.70424,0.54035,0.64553,0.69556,0.70453,0.49776,0.87914,1.22463,0.96064,0.94891,0,0.0007525,0.0007525,0.0007525
27,1202.26,0.90456,1.30619,0.85656,0.96244,0,0.68008,0.71053,0.70478,0.54577,0.67494,0.70718,0.70143,0.49804,0.87402,1.17671,0.94082,0.93541,0,0.0007426,0.0007426,0.0007426
28,1246.64,0.89228,1.27276,0.78744,0.96214,0,0.6878,0.71683,0.69009,0.54357,0.68355,0.71346,0.68412,0.49404,0.82302,1.18478,0.9313,0.92347,0,0.0007327,0.0007327,0.0007327
29,1291.17,0.85963,1.24429,0.77296,0.94278,0,0.64671,0.80753,0.69565,0.5561,0.64714,0.80669,0.69551,0.51418,0.83109,1.15059,0.88742,0.92393,0,0.0007228,0.0007228,0.0007228
30,1335.48,0.87266,1.26453,0.83118,0.94343,0,0.67524,0.7384,0.69776,0.54728,0.67482,0.72744,0.69561,0.50901,0.83141,1.17151,0.8963,0.92639,0,0.0007129,0.0007129,0.0007129
31,1379.55,0.86847,1.24508,0.79753,0.94329,0,0.65248,0.6995,0.68941,0.55031,0.65113,0.70059,0.6889,0.50963,0.80964,1.13619,0.92657,0.92118,0,0.000703,0.000703,0.000703
32,1426.49,0.88926,1.26242,0.77086,0.94097,0,0.58271,0.85954,0.68068,0.53882,0.59999,0.81138,0.67421,0.49082,0.83337,1.16378,0.90655,0.92884,0,0.0006931,0.0006931,0.0006931
33,1474.16,0.84716,1.20689,0.76918,0.93163,0,0.71862,0.73161,0.7068,0.56338,0.71707,0.73024,0.7042,0.51006,0.8187,1.11727,0.85235,0.92508,0,0.0006832,0.0006832,0.0006832
34,1521.53,0.85907,1.24435,0.76828,0.95226,0,0.62957,0.81133,0.71125,0.56025,0.62179,0.81223,0.70599,0.50971,0.80514,1.12865,0.88641,0.91802,0,0.0006733,0.0006733,0.0006733
35,1568.67,0.85043,1.18513,0.74474,0.93898,0,0.7056,0.73752,0.69926,0.55332,0.70003,0.73747,0.69756,0.51968,0.81213,1.06674,0.87819,0.91453,0,0.0006634,0.0006634,0.0006634
36,1615.56,0.86448,1.2361,0.77421,0.93937,0,0.66828,0.71843,0.68076,0.54112,0.66303,0.71494,0.67833,0.49863,0.82127,1.11009,0.92512,0.92411,0,0.0006535,0.0006535,0.0006535
37,1662.58,0.82106,1.15962,0.72936,0.92192,0,0.69688,0.71864,0.70393,0.56371,0.69441,0.71776,0.70144,0.51401,0.77449,1.07028,0.88446,0.91168,0,0.0006436,0.0006436,0.0006436
38,1709.8,0.83527,1.19449,0.73927,0.92442,0,0.7149,0.73675,0.70288,0.58136,0.71041,0.73326,0.69792,0.53045,0.75039,1.05085,0.88427,0.89913,0,0.0006337,0.0006337,0.0006337
39,1755.44,0.82276,1.17274,0.7242,0.92402,0,0.60781,0.88738,0.69917,0.57073,0.6018,0.89238,0.69743,0.51937,0.75753,1.06495,0.90043,0.90116,0,0.0006238,0.0006238,0.0006238
40,1800.41,0.83442,1.19013,0.72985,0.93599,0,0.69363,0.74365,0.70886,0.57712,0.68365,0.74884,0.70639,0.53217,0.7563,1.05336,0.89029,0.89922,0,0.0006139,0.0006139,0.0006139
41,1846.67,0.81859,1.20137,0.70451,0.92282,0,0.71379,0.73465,0.70833,0.5697,0.71209,0.73429,0.70605,0.52325,0.77588,1.09488,0.87075,0.9084,0,0.000604,0.000604,0.000604
42,1892.8,0.81044,1.15852,0.70433,0.9195,0,0.64987,0.73681,0.69516,0.55451,0.64458,0.73355,0.6902,0.50901,0.76591,1.07261,0.92406,0.90437,0,0.0005941,0.0005941,0.0005941
43,1939.04,0.81542,1.12047,0.68974,0.92554,0,0.66061,0.72415,0.69578,0.55778,0.66203,0.72358,0.69602,0.51385,0.77289,1.07541,0.89318,0.90141,0,0.0005842,0.0005842,0.0005842
44,1985.64,0.79773,1.14707,0.69959,0.92308,0,0.58794,0.86375,0.71606,0.58378,0.58905,0.86395,0.7146,0.53832,0.74816,1.01347,0.87604,0.89968,0,0.0005743,0.0005743,0.0005743
45,2030.08,0.78806,1.10447,0.6836,0.91609,0,0.67417,0.72419,0.69356,0.56431,0.67257,0.72251,0.6927,0.52088,0.7579,1.01813,0.90745,0.89787,0,0.0005644,0.0005644,0.0005644
46,2074.35,0.76043,1.1098,0.68002,0.90832,0,0.59908,0.83369,0.71151,0.5784,0.60313,0.81816,0.70872,0.53173,0.73047,1.0165,0.88726,0.89247,0,0.0005545,0.0005545,0.0005545
47,2118.51,0.79791,1.12652,0.68858,0.91368,0,0.69547,0.74037,0.72037,0.58909,0.69547,0.74037,0.71826,0.53995,0.73239,1.02027,0.8496,0.89813,0,0.0005446,0.0005446,0.0005446
48,2162.94,0.78981,1.07784,0.66083,0.9098,0,0.69174,0.73368,0.71365,0.58195,0.69009,0.732,0.71189,0.52455,0.75862,1.05135,0.86609,0.90175,0,0.0005347,0.0005347,0.0005347
49,2206.99,0.7548,1.09315,0.65624,0.89784,0,0.57807,0.86056,0.68841,0.55627,0.57645,0.85981,0.68753,0.50905,0.72502,1.04473,0.91381,0.89335,0,0.0005248,0.0005248,0.0005248
50,2251,0.75565,1.05729,0.64409,0.90355,0,0.61244,0.91639,0.70253,0.57865,0.61244,0.91639,0.70136,0.52861,0.71588,0.99858,0.86328,0.88181,0,0.0005149,0.0005149,0.0005149
51,2295.16,0.7878,1.08362,0.66598,0.91387,0,0.63836,0.80412,0.71411,0.58887,0.63836,0.80412,0.71362,0.53776,0.70839,0.96281,0.88645,0.88313,0,0.000505,0.000505,0.000505
52,2339.25,0.74479,1.04486,0.637,0.89543,0,0.68961,0.72111,0.70566,0.58429,0.68714,0.72078,0.70323,0.53243,0.70798,0.96913,0.87937,0.88762,0,0.0004951,0.0004951,0.0004951
53,2383.41,0.7425,1.05403,0.62549,0.89194,0,0.67318,0.73193,0.70499,0.58842,0.67318,0.73193,0.70464,0.5348,0.68729,0.97003,0.86853,0.88205,0,0.0004852,0.0004852,0.0004852
54,2427.55,0.74058,1.08833,0.63023,0.89546,0,0.63352,0.81118,0.69516,0.58033,0.63352,0.81118,0.69516,0.52565,0.6906,0.99278,0.87981,0.87924,0,0.0004753,0.0004753,0.0004753
55,2471.85,0.7408,1.05006,0.62112,0.89489,0,0.63966,0.82396,0.71371,0.59551,0.63966,0.82396,0.71334,0.54605,0.67515,0.95736,0.87555,0.87677,0,0.0004654,0.0004654,0.0004654
56,2515.98,0.70906,1.01667,0.61665,0.88959,0,0.58076,0.88159,0.69136,0.57571,0.58149,0.88295,0.69301,0.52893,0.69586,0.95891,0.90298,0.88377,0,0.0004555,0.0004555,0.0004555
57,2560.33,0.74545,1.02622,0.62171,0.89428,0,0.58641,0.8488,0.67537,0.56266,0.5849,0.84607,0.67304,0.5099,0.69733,0.96545,0.94858,0.88271,0,0.0004456,0.0004456,0.0004456
58,2604.06,0.71971,1.04442,0.60323,0.88225,0,0.62591,0.73355,0.68401,0.57098,0.62261,0.7301,0.67892,0.51927,0.6901,0.95124,0.95463,0.87791,0,0.0004357,0.0004357,0.0004357
59,2648.02,0.72562,1.00061,0.59726,0.89431,0,0.60639,0.8786,0.68525,0.57549,0.60457,0.87525,0.68415,0.53513,0.67817,0.92662,0.91632,0.8771,0,0.0004258,0.0004258,0.0004258
60,2692.44,0.71826,1.00305,0.60245,0.88554,0,0.55156,0.84794,0.6702,0.56449,0.5507,0.84657,0.66855,0.52079,0.66487,0.93829,0.94345,0.8759,0,0.0004159,0.0004159,0.0004159
61,2736.43,0.69662,0.97059,0.58178,0.87691,0,0.60804,0.87372,0.68404,0.57428,0.60466,0.86869,0.67953,0.52761,0.67906,0.93989,0.96127,0.88422,0,0.000406,0.000406,0.000406
62,2780.75,0.71722,0.99109,0.57978,0.88506,0,0.62434,0.86768,0.68666,0.58231,0.62477,0.86829,0.68583,0.53459,0.6719,0.93632,0.97361,0.87533,0,0.0003961,0.0003961,0.0003961
63,2824.45,0.69754,0.98603,0.57179,0.88268,0,0.63989,0.74928,0.67117,0.57003,0.63989,0.74928,0.67069,0.52594,0.66195,0.93534,0.98735,0.87057,0,0.0003862,0.0003862,0.0003862
64,2869.46,0.70531,0.96708,0.57222,0.8902,0,0.63679,0.77607,0.6854,0.58008,0.63679,0.77607,0.68576,0.53791,0.66598,0.92234,0.99247,0.86794,0,0.0003763,0.0003763,0.0003763
65,2913.18,0.7005,0.97743,0.57297,0.88156,0,0.60506,0.74259,0.67053,0.56941,0.60506,0.74259,0.66936,0.5123,0.65236,0.9493,1.00943,0.87213,0,0.0003664,0.0003664,0.0003664
66,2957.04,0.69407,1.00117,0.55651,0.87751,0,0.5825,0.84038,0.66906,0.5737,0.58007,0.83624,0.66619,0.52575,0.64459,0.90254,1.01564,0.86889,0,0.0003565,0.0003565,0.0003565
67,3000.97,0.6722,0.97102,0.561,0.87276,0,0.60303,0.84789,0.68068,0.58321,0.60421,0.84987,0.6823,0.53191,0.63552,0.91984,1.00579,0.86681,0,0.0003466,0.0003466,0.0003466
68,3045.37,0.68547,0.96296,0.56114,0.88135,0,0.58388,0.83914,0.6724,0.57226,0.58388,0.83914,0.67265,0.51923,0.64736,0.92508,1.04728,0.87045,0,0.0003367,0.0003367,0.0003367
69,3089.36,0.66897,0.95841,0.54322,0.8756,0,0.62349,0.74412,0.66654,0.57237,0.62349,0.74412,0.66661,0.52544,0.62471,0.90373,1.03871,0.86309,0,0.0003268,0.0003268,0.0003268
70,3133.08,0.66571,0.93494,0.52317,0.8711,0,0.60112,0.79687,0.66132,0.56626,0.60112,0.79687,0.66145,0.52052,0.63234,0.88171,1.07255,0.87343,0,0.0003169,0.0003169,0.0003169
71,3176.93,0.67672,0.94657,0.53832,0.87754,0,0.5975,0.8546,0.68325,0.58628,0.59466,0.84988,0.68114,0.53337,0.62068,0.89942,1.0254,0.87146,0,0.000307,0.000307,0.000307
72,3220.91,0.65221,0.93005,0.51049,0.86581,0,0.60749,0.86451,0.68267,0.58485,0.60749,0.86451,0.68267,0.53647,0.64,0.90106,1.06295,0.86823,0,0.0002971,0.0002971,0.0002971
73,3264.98,0.65454,0.91313,0.52433,0.86974,0,0.60111,0.82488,0.65578,0.56541,0.60036,0.82351,0.6549,0.5162,0.62789,0.87385,1.15094,0.86466,0,0.0002872,0.0002872,0.0002872
74,3309.54,0.64974,0.91791,0.5279,0.86907,0,0.61001,0.83708,0.67025,0.58103,0.61001,0.83708,0.67025,0.53034,0.62679,0.87676,1.05862,0.86816,0,0.0002773,0.0002773,0.0002773
75,3353.99,0.64851,0.90981,0.53562,0.87433,0,0.58924,0.83858,0.66818,0.57631,0.58651,0.83536,0.6664,0.52806,0.61003,0.87506,1.07652,0.86338,0,0.0002674,0.0002674,0.0002674
76,3398.21,0.64532,0.91061,0.50812,0.86988,0,0.60053,0.83517,0.66712,0.57383,0.60067,0.83728,0.66638,0.52342,0.62423,0.87589,1.11102,0.86824,0,0.0002575,0.0002575,0.0002575
77,3442.38,0.63155,0.8746,0.50303,0.85869,0,0.59924,0.83528,0.67326,0.58447,0.59873,0.83453,0.67228,0.53255,0.5941,0.86845,1.13357,0.85619,0,0.0002476,0.0002476,0.0002476
78,3487.16,0.63429,0.90117,0.49193,0.86152,0,0.59493,0.84634,0.6584,0.57307,0.59409,0.84497,0.65731,0.52265,0.61828,0.86704,1.13322,0.86175,0,0.0002377,0.0002377,0.0002377
79,3531.41,0.61846,0.86574,0.47515,0.85463,0,0.59803,0.77215,0.64698,0.56396,0.59803,0.77215,0.64698,0.51372,0.61668,0.88995,1.23571,0.86779,0,0.0002278,0.0002278,0.0002278
80,3576.15,0.61258,0.9098,0.47611,0.85605,0,0.60165,0.81894,0.65323,0.5732,0.60165,0.81894,0.65323,0.52649,0.58818,0.87374,1.18678,0.86052,0,0.0002179,0.0002179,0.0002179
81,3621.1,0.62084,0.8644,0.47677,0.86186,0,0.59972,0.81632,0.65737,0.57479,0.59972,0.81632,0.65737,0.5263,0.59684,0.86122,1.17059,0.85746,0,0.000208,0.000208,0.000208
82,3665.23,0.61448,0.87877,0.48357,0.85946,0,0.59894,0.83247,0.65394,0.57281,0.59788,0.83049,0.65279,0.52414,0.5863,0.85356,1.16029,0.8546,0,0.0001981,0.0001981,0.0001981
83,3709.42,0.60734,0.87296,0.46294,0.85419,0,0.59814,0.82367,0.64432,0.56833,0.5973,0.82231,0.64339,0.51625,0.57755,0.83761,1.28721,0.85832,0,0.0001882,0.0001882,0.0001882
84,3754.12,0.59867,0.86967,0.45771,0.85422,0,0.59871,0.81359,0.6424,0.56043,0.59918,0.81233,0.642,0.51296,0.5975,0.85315,1.24909,0.86172,0,0.0001783,0.0001783,0.0001783
85,3798.71,0.60903,0.87172,0.46921,0.85436,0,0.58925,0.81997,0.65034,0.57039,0.58925,0.81997,0.64999,0.52193,0.57806,0.84627,1.24841,0.85853,0,0.0001684,0.0001684,0.0001684
86,3843.39,0.58129,0.85046,0.43339,0.84519,0,0.58516,0.79367,0.65081,0.57355,0.58516,0.79367,0.65081,0.52767,0.58346,0.83873,1.26735,0.85416,0,0.0001585,0.0001585,0.0001585
87,3888.05,0.5967,0.87246,0.45021,0.85368,0,0.5914,0.80077,0.64683,0.56983,0.59059,0.79941,0.64584,0.52288,0.58323,0.82939,1.30765,0.85781,0,0.0001486,0.0001486,0.0001486
88,3932.18,0.58807,0.84369,0.43648,0.85645,0,0.58911,0.79553,0.64476,0.56727,0.58911,0.79553,0.64476,0.52071,0.57587,0.84749,1.34229,0.85813,0,0.0001387,0.0001387,0.0001387
89,3976.36,0.58768,0.82954,0.43935,0.85882,0,0.59546,0.79774,0.64399,0.56757,0.59459,0.79637,0.64294,0.51994,0.56039,0.82374,1.34662,0.85647,0,0.0001288,0.0001288,0.0001288
90,4020.4,0.58713,0.86043,0.42969,0.85058,0,0.59802,0.78567,0.63662,0.56144,0.59717,0.7843,0.63662,0.51109,0.57373,0.84919,1.39393,0.85859,0,0.0001189,0.0001189,0.0001189
91,4088.38,0.55656,0.81967,0.38967,0.82965,0,0.57979,0.78645,0.62314,0.54845,0.57979,0.78645,0.62287,0.50171,0.58759,0.85273,1.39616,0.85727,0,0.000109,0.000109,0.000109
92,4131.72,0.53214,0.8015,0.38363,0.82995,0,0.59252,0.80075,0.62741,0.55212,0.59252,0.80075,0.62741,0.50893,0.58061,0.84503,1.36348,0.85771,0,9.91e-05,9.91e-05,9.91e-05
93,4175.9,0.52111,0.77756,0.36294,0.82693,0,0.59319,0.78697,0.64173,0.56468,0.5923,0.78561,0.64092,0.51716,0.57967,0.86516,1.39708,0.85892,0,8.92e-05,8.92e-05,8.92e-05
94,4220.22,0.52222,0.78938,0.36221,0.8236,0,0.57461,0.7762,0.6292,0.55323,0.57507,0.77908,0.62868,0.50659,0.58446,0.86639,1.43766,0.85971,0,7.93e-05,7.93e-05,7.93e-05
95,4264.93,0.52161,0.78785,0.36667,0.82992,0,0.58801,0.78671,0.62842,0.55218,0.58801,0.78671,0.62842,0.5058,0.57564,0.84701,1.45157,0.8561,0,6.94e-05,6.94e-05,6.94e-05
96,4309.14,0.50519,0.77001,0.35048,0.82248,0,0.59248,0.79127,0.63494,0.55995,0.59167,0.78991,0.63398,0.51271,0.56737,0.83466,1.4661,0.85482,0,5.95e-05,5.95e-05,5.95e-05
97,4353.17,0.50755,0.79022,0.35441,0.82507,0,0.5823,0.76642,0.62822,0.55389,0.58184,0.76719,0.62753,0.50521,0.56388,0.83727,1.48505,0.85322,0,4.96e-05,4.96e-05,4.96e-05
98,4397.29,0.51727,0.7842,0.34164,0.83471,0,0.58373,0.7715,0.62602,0.55502,0.58283,0.77013,0.62548,0.50871,0.55388,0.82937,1.50394,0.85063,0,3.97e-05,3.97e-05,3.97e-05
99,4441.8,0.50153,0.75866,0.33154,0.81844,0,0.59249,0.78054,0.62589,0.55691,0.59249,0.78054,0.62495,0.50864,0.5517,0.83425,1.53884,0.85137,0,2.98e-05,2.98e-05,2.98e-05
100,4486.29,0.4952,0.77357,0.33972,0.82435,0,0.59146,0.77586,0.62555,0.5543,0.59055,0.7745,0.62399,0.50793,0.55516,0.83045,1.54558,0.8529,0,1.99e-05,1.99e-05,1.99e-05
