epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,664.454,1.2593,1.53126,1.22925,0.00506,0.63564,0.56038,0.64705,0.60775,0.44797,0.55956,0.65616,0.60372,0.42346,1.07767,1.27753,1.11018,0.00585,0,0.000901,0.000901,0.000901
12,721.854,1.2719,1.4782,1.20676,0.00498,0.61178,0.55831,0.71534,0.61233,0.457,0.55392,0.70884,0.60583,0.42259,1.09032,1.40059,1.11199,0.00598,0,0.0008911,0.0008911,0.0008911
13,779.142,1.24668,1.48159,1.20509,0.00513,0.63937,0.58089,0.71225,0.63282,0.47805,0.58082,0.71286,0.63112,0.44552,1.05077,1.31089,1.02181,0.00584,0,0.0008812,0.0008812,0.0008812
14,836.515,1.23889,1.49459,1.12072,0.00495,0.56835,0.59432,0.61644,0.59655,0.44002,0.59682,0.62155,0.59316,0.4128,1.05012,1.28222,1.12331,0.00587,0,0.0008713,0.0008713,0.0008713
15,893.437,1.19185,1.41748,1.08948,0.00457,0.59907,0.60656,0.67511,0.65167,0.48735,0.61687,0.64819,0.64678,0.4565,1.04047,1.24067,0.97413,0.00586,0,0.0008614,0.0008614,0.0008614
16,951.752,1.21163,1.39178,1.08061,0.00503,0.58376,0.66604,0.65146,0.67757,0.50797,0.6639,0.65009,0.67159,0.46876,0.9942,1.26842,0.99317,0.00521,0,0.0008515,0.0008515,0.0008515
17,1011.75,1.20954,1.44227,1.05269,0.00483,0.5855,0.66652,0.64448,0.64738,0.49364,0.66652,0.64448,0.6468,0.46907,0.96914,1.23286,1.04881,0.00527,0,0.0008416,0.0008416,0.0008416
18,1074.98,1.21431,1.42021,1.08264,0.00469,0.56973,0.66407,0.69884,0.66735,0.49851,0.66618,0.70052,0.66715,0.46136,0.99557,1.21638,1.01156,0.00541,0,0.0008317,0.0008317,0.0008317
19,1138.52,1.16063,1.32451,1.01418,0.00468,0.55746,0.68791,0.68841,0.67647,0.50966,0.68791,0.68841,0.67541,0.46767,0.96699,1.216,0.94601,0.0053,0,0.0008218,0.0008218,0.0008218
20,1202.51,1.18301,1.38743,1.00063,0.00453,0.54021,0.6774,0.67592,0.67422,0.51766,0.66956,0.67196,0.66718,0.47793,0.9425,1.20537,0.94639,0.00501,0,0.0008119,0.0008119,0.0008119
21,1266.32,1.17241,1.32479,0.94931,0.00457,0.5299,0.65127,0.72021,0.68776,0.51872,0.65069,0.71754,0.6857,0.4905,0.97099,1.15594,0.89293,0.00507,0,0.000802,0.000802,0.000802
22,1327.79,1.16581,1.35325,0.984,0.00461,0.49907,0.60757,0.77198,0.66271,0.49748,0.60527,0.76893,0.6592,0.45703,0.9444,1.16715,0.91599,0.00497,0,0.0007921,0.0007921,0.0007921
23,1385.52,1.12728,1.28037,0.912,0.00438,0.48112,0.67515,0.68458,0.68432,0.53083,0.67515,0.68458,0.68362,0.49798,0.92042,1.15888,0.90541,0.00501,0,0.0007822,0.0007822,0.0007822
24,1443.6,1.08156,1.27026,0.88866,0.00429,0.46285,0.65203,0.71737,0.67779,0.52139,0.64788,0.71285,0.67583,0.49189,0.93765,1.12715,0.94044,0.00514,0,0.0007723,0.0007723,0.0007723
25,1501.1,1.1152,1.30749,0.87232,0.00435,0.47369,0.54612,0.83358,0.68256,0.52585,0.5457,0.82362,0.68137,0.48805,0.92401,1.12844,0.87094,0.00484,0,0.0007624,0.0007624,0.0007624
26,1558.8,1.09759,1.31101,0.88837,0.00433,0.48287,0.65984,0.69727,0.69261,0.52212,0.65399,0.69634,0.68549,0.4853,0.99796,1.13237,0.87886,0.00525,0,0.0007525,0.0007525,0.0007525
27,1616.42,1.08587,1.24326,0.91213,0.00419,0.45451,0.62574,0.71377,0.67419,0.50966,0.62075,0.7092,0.6718,0.48195,0.96182,1.14963,0.95104,0.00521,0,0.0007426,0.0007426,0.0007426
28,1674.04,1.08145,1.27499,0.87498,0.0043,0.44588,0.58481,0.77434,0.70214,0.53612,0.57707,0.76412,0.69228,0.48724,0.9283,1.15487,0.89832,0.00494,0,0.0007327,0.0007327,0.0007327
29,1731.64,1.10463,1.2609,0.85959,0.00426,0.45413,0.63056,0.80974,0.69301,0.53455,0.62948,0.80726,0.68989,0.49943,0.92847,1.1255,0.79772,0.00502,0,0.0007228,0.0007228,0.0007228
30,1789.51,1.0666,1.21101,0.86453,0.00407,0.45303,0.61429,0.73562,0.69136,0.53941,0.60261,0.73478,0.68762,0.50489,0.88943,1.0906,0.8549,0.00471,0,0.0007129,0.0007129,0.0007129
31,1846.96,1.05959,1.2189,0.77723,0.00414,0.41408,0.59683,0.82532,0.69298,0.54528,0.5955,0.82334,0.69034,0.51371,0.87796,1.07001,0.87448,0.00479,0,0.000703,0.000703,0.000703
32,1904.74,1.0827,1.25643,0.82947,0.00404,0.41869,0.57472,0.82116,0.67855,0.53673,0.57336,0.82147,0.67487,0.49121,0.8567,1.09518,0.85682,0.00449,0,0.0006931,0.0006931,0.0006931
33,1962.23,1.01466,1.18044,0.81782,0.00386,0.43305,0.64858,0.70993,0.66981,0.52731,0.64649,0.70377,0.66817,0.48604,0.86747,1.09162,0.91643,0.00453,0,0.0006832,0.0006832,0.0006832
34,2019.87,1.05599,1.22118,0.7989,0.0042,0.42265,0.6227,0.77538,0.68671,0.54778,0.61658,0.77013,0.68179,0.50948,0.87018,1.06139,0.84198,0.00468,0,0.0006733,0.0006733,0.0006733
35,2077.27,1.03193,1.17957,0.77429,0.00393,0.40734,0.67403,0.71578,0.69123,0.53336,0.66797,0.71118,0.68385,0.48796,0.8998,1.08064,0.87365,0.00474,0,0.0006634,0.0006634,0.0006634
36,2134.56,1.06162,1.22151,0.79864,0.00388,0.41868,0.60336,0.84329,0.70167,0.55132,0.60118,0.83989,0.70028,0.50571,0.87415,1.03947,0.79592,0.00466,0,0.0006535,0.0006535,0.0006535
37,2192.23,1.00748,1.15413,0.74939,0.00375,0.39204,0.66504,0.7142,0.67533,0.53177,0.65681,0.70611,0.67083,0.48249,0.88724,1.08582,0.90894,0.00489,0,0.0006436,0.0006436,0.0006436
38,2250.42,1.02418,1.22032,0.75448,0.00385,0.39005,0.69857,0.68448,0.70309,0.56441,0.69857,0.68448,0.70187,0.52806,0.8142,1.01739,0.80228,0.00422,0,0.0006337,0.0006337,0.0006337
39,2308.07,1.01184,1.16874,0.75779,0.00364,0.38836,0.67135,0.68455,0.68873,0.55145,0.67135,0.68455,0.68546,0.50026,0.85424,1.11406,0.89608,0.00454,0,0.0006238,0.0006238,0.0006238
40,2365.95,1.00096,1.19901,0.75728,0.00372,0.39819,0.60557,0.82582,0.69048,0.55444,0.60164,0.82761,0.68559,0.51189,0.82344,1.0917,0.85002,0.00412,0,0.0006139,0.0006139,0.0006139
41,2423.65,0.99123,1.15814,0.71871,0.00368,0.34662,0.60162,0.80752,0.69779,0.55549,0.59951,0.78828,0.6938,0.51642,0.8585,1.04046,0.83509,0.00467,0,0.000604,0.000604,0.000604
42,2482.67,0.98295,1.11816,0.72823,0.00367,0.36423,0.69847,0.70124,0.68726,0.54522,0.69308,0.69588,0.6819,0.50817,0.83789,1.02085,0.88299,0.00434,0,0.0005941,0.0005941,0.0005941
43,2548.97,0.98383,1.12171,0.70493,0.00369,0.34109,0.67986,0.68654,0.68854,0.55035,0.67526,0.67986,0.68379,0.50467,0.85018,1.04285,0.8737,0.00447,0,0.0005842,0.0005842,0.0005842
44,2613.11,0.9675,1.15108,0.72007,0.00367,0.39007,0.63782,0.74475,0.69598,0.56375,0.6429,0.74059,0.69256,0.51323,0.78488,1.01541,0.82785,0.00406,0,0.0005743,0.0005743,0.0005743
45,2677.79,0.96532,1.1267,0.70743,0.00364,0.38548,0.64597,0.73702,0.6843,0.55219,0.63999,0.72861,0.67426,0.51287,0.82832,1.06117,0.90029,0.00432,0,0.0005644,0.0005644,0.0005644
46,2742.76,0.94316,1.11548,0.69224,0.00362,0.38265,0.64488,0.72697,0.69466,0.56237,0.63906,0.72197,0.68948,0.51809,0.79408,1.00814,0.83105,0.00409,0,0.0005545,0.0005545,0.0005545
47,2808.59,0.96725,1.13994,0.68477,0.00355,0.35998,0.67814,0.70833,0.6868,0.54228,0.67323,0.70155,0.68097,0.49979,0.84538,0.9626,0.87354,0.00435,0,0.0005446,0.0005446,0.0005446
48,2868.86,0.957,1.07524,0.67662,0.00353,0.34151,0.70681,0.70317,0.69711,0.55518,0.70681,0.70317,0.69531,0.52282,0.81296,0.9994,0.86812,0.00413,0,0.0005347,0.0005347,0.0005347
49,2928.13,0.93581,1.10595,0.70126,0.00344,0.35914,0.60439,0.78568,0.68559,0.54161,0.59954,0.78101,0.67843,0.4996,0.80483,1.0145,0.92406,0.00426,0,0.0005248,0.0005248,0.0005248
50,2988.52,0.93463,1.05115,0.65217,0.00338,0.31958,0.57781,0.82832,0.68877,0.55881,0.57509,0.82629,0.68568,0.51598,0.77219,0.97531,0.85718,0.00407,0,0.0005149,0.0005149,0.0005149
51,3048.56,0.94071,1.09012,0.6574,0.00347,0.34312,0.64792,0.72059,0.66852,0.54089,0.63864,0.71463,0.66268,0.49919,0.78702,0.94107,1.03263,0.00403,0,0.000505,0.000505,0.000505
52,3108.43,0.92348,1.05157,0.66098,0.00327,0.34814,0.57062,0.81104,0.66896,0.54535,0.63153,0.70006,0.6656,0.50306,0.76757,0.95864,0.94611,0.00406,0,0.0004951,0.0004951,0.0004951
53,3167.47,0.92393,1.07787,0.64301,0.00334,0.31676,0.57032,0.84346,0.6751,0.56174,0.56747,0.8387,0.67278,0.51266,0.7418,0.94218,0.90417,0.00372,0,0.0004852,0.0004852,0.0004852
54,3225.88,0.90797,1.03178,0.60607,0.00339,0.3268,0.64375,0.74282,0.68368,0.56697,0.63711,0.73482,0.67881,0.5189,0.76786,0.97126,0.85746,0.00391,0,0.0004753,0.0004753,0.0004753
55,3285.21,0.91049,1.04678,0.608,0.00322,0.33451,0.64463,0.72977,0.67643,0.55472,0.64535,0.72498,0.67146,0.50639,0.75682,0.94013,0.892,0.00379,0,0.0004654,0.0004654,0.0004654
56,3344.46,0.87612,1.01724,0.60864,0.00326,0.32846,0.59043,0.83233,0.6898,0.57464,0.58571,0.82529,0.68548,0.52632,0.73669,0.92203,0.90151,0.00367,0,0.0004555,0.0004555,0.0004555
57,3404.24,0.92033,1.01751,0.61553,0.00334,0.32755,0.5794,0.78485,0.66957,0.55719,0.58278,0.77934,0.66544,0.51848,0.74653,0.9252,0.91554,0.00379,0,0.0004456,0.0004456,0.0004456
58,3463.42,0.87236,1.03108,0.60766,0.00305,0.31528,0.65745,0.71611,0.67222,0.5527,0.65078,0.71012,0.66736,0.50694,0.7379,0.91655,0.99184,0.00374,0,0.0004357,0.0004357,0.0004357
59,3522.17,0.87171,0.98042,0.57854,0.00312,0.31893,0.59014,0.84917,0.66859,0.55914,0.58734,0.84558,0.66642,0.5123,0.7224,0.9251,0.95485,0.00365,0,0.0004258,0.0004258,0.0004258
60,3581.2,0.8866,1.02309,0.59493,0.00315,0.31456,0.5829,0.8268,0.66429,0.55667,0.57723,0.81926,0.65784,0.51016,0.71495,0.88832,0.9791,0.00356,0,0.0004159,0.0004159,0.0004159
61,3640.25,0.85848,0.96691,0.57396,0.00305,0.30114,0.57687,0.80043,0.66012,0.54912,0.56979,0.80491,0.65584,0.50137,0.72327,0.90589,1.03501,0.00361,0,0.000406,0.000406,0.000406
62,3700.67,0.87376,0.99441,0.56806,0.0031,0.30205,0.59262,0.83049,0.65627,0.55507,0.59147,0.82952,0.65513,0.50478,0.69522,0.90251,0.95694,0.00349,0,0.0003961,0.0003961,0.0003961
63,3762.09,0.84955,0.99652,0.56678,0.00304,0.29422,0.64729,0.70555,0.65575,0.55279,0.64541,0.70277,0.65481,0.51383,0.70907,0.8914,0.9895,0.00362,0,0.0003862,0.0003862,0.0003862
64,3821.91,0.8493,0.95017,0.54755,0.00312,0.2877,0.58552,0.78986,0.6569,0.56001,0.58308,0.78734,0.6544,0.5168,0.68528,0.87695,1.08302,0.00351,0,0.0003763,0.0003763,0.0003763
65,3881.77,0.84919,0.96175,0.53848,0.00295,0.28313,0.59047,0.73287,0.63012,0.53441,0.58673,0.72811,0.62875,0.48963,0.68501,0.88419,1.11948,0.00344,0,0.0003664,0.0003664,0.0003664
66,3941.15,0.84071,0.97583,0.5625,0.00295,0.28706,0.5898,0.75105,0.64037,0.53666,0.58627,0.74721,0.637,0.49732,0.70819,0.88475,1.11135,0.00362,0,0.0003565,0.0003565,0.0003565
67,4000.99,0.82897,0.95524,0.55247,0.00293,0.2966,0.58661,0.73883,0.62848,0.53746,0.5846,0.73692,0.62774,0.49346,0.67457,0.86388,1.16435,0.00334,0,0.0003466,0.0003466,0.0003466
68,4061.23,0.84929,0.96359,0.56038,0.00304,0.28739,0.57963,0.78429,0.65482,0.55921,0.5774,0.78094,0.65058,0.5141,0.6764,0.88338,1.02396,0.00333,0,0.0003367,0.0003367,0.0003367
69,4121.01,0.81653,0.94895,0.50717,0.00292,0.27576,0.58022,0.79689,0.64816,0.5517,0.57603,0.79033,0.64356,0.49636,0.68557,0.89629,1.09411,0.00336,0,0.0003268,0.0003268,0.0003268
70,4180.11,0.82893,0.95603,0.50475,0.00287,0.26715,0.57337,0.80793,0.65371,0.56179,0.57071,0.805,0.65222,0.51387,0.6682,0.86632,1.15912,0.00328,0,0.0003169,0.0003169,0.0003169
71,4239.6,0.81539,0.97073,0.51177,0.0029,0.28058,0.59153,0.73924,0.62873,0.53474,0.58762,0.73373,0.62568,0.4903,0.67975,0.87012,1.18263,0.00338,0,0.000307,0.000307,0.000307
72,4299.18,0.81101,0.96152,0.51527,0.00283,0.26657,0.56838,0.77088,0.63432,0.54351,0.56739,0.76872,0.63476,0.49616,0.67183,0.88532,1.17547,0.00334,0,0.0002971,0.0002971,0.0002971
73,4359.52,0.81603,0.90839,0.53248,0.00283,0.27982,0.56543,0.79156,0.63715,0.54501,0.5608,0.78406,0.63326,0.50234,0.66866,0.87746,1.173,0.00326,0,0.0002872,0.0002872,0.0002872
74,4419.17,0.80577,0.92893,0.50142,0.00276,0.26788,0.56923,0.73517,0.63892,0.54526,0.56565,0.73113,0.63449,0.50302,0.66105,0.85549,1.23098,0.00329,0,0.0002773,0.0002773,0.0002773
75,4479.43,0.79287,0.91793,0.51303,0.00289,0.2651,0.5723,0.75986,0.62928,0.53953,0.56647,0.75939,0.62612,0.49772,0.67116,0.86015,1.23939,0.00332,0,0.0002674,0.0002674,0.0002674
76,4540.15,0.79366,0.91824,0.48722,0.00272,0.2448,0.55999,0.74538,0.63076,0.53641,0.55531,0.74004,0.62608,0.49031,0.665,0.86428,1.25566,0.00326,0,0.0002575,0.0002575,0.0002575
77,4599.34,0.78579,0.88334,0.47039,0.00276,0.24493,0.56931,0.77116,0.63118,0.54776,0.56669,0.76701,0.62897,0.50268,0.6343,0.85752,1.26487,0.0031,0,0.0002476,0.0002476,0.0002476
78,4659.78,0.78584,0.90106,0.46667,0.00265,0.22694,0.57102,0.76686,0.62473,0.53872,0.56749,0.76135,0.62194,0.49022,0.64524,0.85967,1.30262,0.00313,0,0.0002377,0.0002377,0.0002377
79,4719.82,0.76097,0.87223,0.44278,0.00254,0.23136,0.54817,0.7541,0.63468,0.54525,0.54475,0.74859,0.63113,0.49828,0.65266,0.8508,1.28043,0.00325,0,0.0002278,0.0002278,0.0002278
80,4780.28,0.77013,0.89286,0.47476,0.00268,0.2301,0.57214,0.77674,0.62313,0.54182,0.57038,0.774,0.62105,0.49756,0.6414,0.85298,1.28254,0.0032,0,0.0002179,0.0002179,0.0002179
81,4840.49,0.7681,0.86074,0.45486,0.00274,0.23216,0.56881,0.77038,0.64438,0.55593,0.56705,0.76765,0.64229,0.5059,0.65056,0.85728,1.22887,0.00327,0,0.000208,0.000208,0.000208
82,4901.12,0.76776,0.90381,0.46536,0.00277,0.24191,0.56034,0.74353,0.62512,0.5428,0.55548,0.73809,0.62227,0.49617,0.62583,0.83408,1.37193,0.00308,0,0.0001981,0.0001981,0.0001981
83,4962.49,0.75773,0.88778,0.4416,0.00261,0.21568,0.54576,0.75529,0.60868,0.52907,0.54219,0.74978,0.60555,0.48253,0.62833,0.83173,1.38498,0.00307,0,0.0001882,0.0001882,0.0001882
84,5023.66,0.74575,0.89428,0.44775,0.0026,0.22786,0.57306,0.69841,0.60786,0.52661,0.569,0.6929,0.60483,0.47545,0.62975,0.85333,1.39274,0.00308,0,0.0001783,0.0001783,0.0001783
85,5084.54,0.74473,0.87678,0.4421,0.00252,0.22148,0.55931,0.71995,0.61,0.53053,0.55646,0.71581,0.60729,0.48314,0.62117,0.85283,1.40415,0.00303,0,0.0001684,0.0001684,0.0001684
86,5149.56,0.71616,0.84095,0.40681,0.00241,0.19089,0.54103,0.7278,0.61281,0.53667,0.53838,0.72366,0.61024,0.49372,0.62295,0.83581,1.46012,0.00307,0,0.0001585,0.0001585,0.0001585
87,5218.37,0.75498,0.88415,0.42936,0.00246,0.21558,0.53409,0.71103,0.60927,0.53575,0.5314,0.70689,0.607,0.49066,0.61419,0.84353,1.49895,0.00297,0,0.0001486,0.0001486,0.0001486
88,5289.07,0.72467,0.86187,0.40656,0.0026,0.19284,0.5546,0.7203,0.60439,0.53249,0.55309,0.71814,0.60402,0.48389,0.61497,0.84951,1.51461,0.00304,0,0.0001387,0.0001387,0.0001387
89,5360.79,0.72148,0.81854,0.42785,0.00248,0.19688,0.5457,0.71055,0.60864,0.53336,0.54284,0.70641,0.60668,0.48688,0.60904,0.836,1.46674,0.00296,0,0.0001288,0.0001288,0.0001288
90,5434.45,0.7197,0.86008,0.40274,0.00247,0.19464,0.53211,0.72031,0.60244,0.53088,0.52783,0.7159,0.5976,0.4838,0.60175,0.83604,1.50484,0.00291,0,0.0001189,0.0001189,0.0001189
91,5526.9,0.63772,0.8283,0.31824,0.00265,0.11249,0.54178,0.69809,0.59655,0.52426,0.539,0.69394,0.59428,0.48151,0.61855,0.85368,1.54331,0.00301,0,0.000109,0.000109,0.000109
92,5593.77,0.62941,0.81243,0.29065,0.00265,0.10455,0.54592,0.69016,0.58941,0.51862,0.54175,0.68403,0.5859,0.47256,0.63208,0.85196,1.58357,0.00308,0,9.91e-05,9.91e-05,9.91e-05
93,5665.08,0.60688,0.78659,0.28439,0.00263,0.10705,0.54126,0.68835,0.58456,0.5144,0.53834,0.68421,0.58258,0.47023,0.62645,0.85451,1.6076,0.00304,0,8.92e-05,8.92e-05,8.92e-05
94,5737.18,0.61566,0.79821,0.28886,0.00253,0.10319,0.53663,0.68975,0.59007,0.51998,0.53266,0.685,0.58711,0.47016,0.61294,0.84968,1.61496,0.00296,0,7.93e-05,7.93e-05,7.93e-05
95,5808.83,0.61928,0.79185,0.29861,0.00268,0.09672,0.53975,0.69934,0.5907,0.5202,0.53697,0.69519,0.58877,0.47272,0.61855,0.85412,1.61407,0.00299,0,6.94e-05,6.94e-05,6.94e-05
96,5880.46,0.59756,0.78273,0.2867,0.00264,0.10321,0.54771,0.69794,0.59095,0.52,0.54354,0.69452,0.58913,0.47506,0.61156,0.83705,1.62447,0.00294,0,5.95e-05,5.95e-05,5.95e-05
97,5953.97,0.59951,0.79538,0.29626,0.00259,0.10019,0.53809,0.69279,0.59181,0.52141,0.5354,0.68934,0.58993,0.47007,0.61023,0.83902,1.63098,0.00292,0,4.96e-05,4.96e-05,4.96e-05
98,6018.84,0.59927,0.78355,0.27545,0.00252,0.09859,0.53725,0.69523,0.59262,0.52213,0.53455,0.69108,0.59106,0.47546,0.59763,0.83275,1.623,0.00288,0,3.97e-05,3.97e-05,3.97e-05
99,6084.52,0.59274,0.78885,0.27187,0.00248,0.09804,0.53973,0.6887,0.59045,0.52116,0.53696,0.68455,0.58891,0.47338,0.60819,0.84287,1.6587,0.00293,0,2.98e-05,2.98e-05,2.98e-05
100,6147.48,0.59209,0.77233,0.29829,0.00252,0.09818,0.54368,0.68536,0.5879,0.5201,0.54229,0.6832,0.58793,0.47398,0.60325,0.83919,1.6624,0.0029,0,1.99e-05,1.99e-05,1.99e-05
